"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"15953",833,24,35,1,0,"Injuries","Black","Male","Mississippi",2003,"East South Central","South","MS",123.662165180643,129.162456566668,134.862219992865,129.162456566668,"Mississippi"
"15954",834,24,35,1,0,"Non-communicable","Black","Male","Mississippi",2003,"East South Central","South","MS",154.243466683626,162.502340623639,170.990864046075,162.502340623639,"Mississippi"
"15955",835,24,35,1,1,"All other causes","Black","Female","Mississippi",2003,"East South Central","South","MS",138.862528766429,145.064126677585,151.852266660569,145.064126677585,"Mississippi"
"15956",836,24,35,1,1,"Cancers","Black","Female","Mississippi",2003,"East South Central","South","MS",184.863853105442,190.592871790565,196.615888592259,190.592871790565,"Mississippi"
"15957",837,24,35,1,1,"Cardiovascular","Black","Female","Mississippi",2003,"East South Central","South","MS",404.098302512289,417.360216625502,430.807328161656,417.360216625502,"Mississippi"
"15958",838,24,35,1,1,"Communicable","Black","Female","Mississippi",2003,"East South Central","South","MS",56.7770683552035,60.8140918803115,65.6494504334509,60.8140918803115,"Mississippi"
"15959",839,24,35,1,1,"Injuries","Black","Female","Mississippi",2003,"East South Central","South","MS",38.8124907004787,41.3528507142768,43.8508210776407,41.3528507142768,"Mississippi"
"15960",840,24,35,1,1,"Non-communicable","Black","Female","Mississippi",2003,"East South Central","South","MS",112.097082257402,117.370246748448,122.983257307499,117.370246748448,"Mississippi"
"15961",841,24,36,0,0,"All other causes","White","Male","Mississippi",2004,"East South Central","South","MS",139.722605503101,145.471523655904,151.867714639686,145.471523655904,"Mississippi"
"15962",842,24,36,0,0,"Cancers","White","Male","Mississippi",2004,"East South Central","South","MS",253.059199268263,259.315750023362,265.135387380992,259.315750023362,"Mississippi"
"15963",843,24,36,0,0,"Cardiovascular","White","Male","Mississippi",2004,"East South Central","South","MS",423.63186786948,434.580939222839,444.578257222163,434.580939222839,"Mississippi"
"15964",844,24,36,0,0,"Communicable","White","Male","Mississippi",2004,"East South Central","South","MS",53.7467363026597,57.2931155339044,61.3870897419497,57.2931155339044,"Mississippi"
"15965",845,24,36,0,0,"Injuries","White","Male","Mississippi",2004,"East South Central","South","MS",119.707028898012,123.495042696749,127.328394729354,123.495042696749,"Mississippi"
"15966",846,24,36,0,0,"Non-communicable","White","Male","Mississippi",2004,"East South Central","South","MS",150.987655906993,155.892744251107,161.316374261563,155.892744251107,"Mississippi"
"15967",847,24,36,0,1,"All other causes","White","Female","Mississippi",2004,"East South Central","South","MS",115.004328876419,119.363906015368,123.695458453352,119.363906015368,"Mississippi"
"15968",848,24,36,0,1,"Cancers","White","Female","Mississippi",2004,"East South Central","South","MS",153.562925517263,156.891667238291,160.659383599059,156.891667238291,"Mississippi"
"15969",849,24,36,0,1,"Cardiovascular","White","Female","Mississippi",2004,"East South Central","South","MS",291.495369136506,297.914081357577,304.777680087836,297.914081357577,"Mississippi"
"15970",850,24,36,0,1,"Communicable","White","Female","Mississippi",2004,"East South Central","South","MS",38.600918311624,40.6138980549789,42.8252939386162,40.6138980549789,"Mississippi"
"15971",851,24,36,0,1,"Injuries","White","Female","Mississippi",2004,"East South Central","South","MS",48.3141767436235,50.3985200320018,52.6924895443177,50.3985200320018,"Mississippi"
"15972",852,24,36,0,1,"Non-communicable","White","Female","Mississippi",2004,"East South Central","South","MS",107.408185308778,111.376899078637,115.804077062863,111.376899078637,"Mississippi"
"15973",853,24,36,1,0,"All other causes","Black","Male","Mississippi",2004,"East South Central","South","MS",182.585244115556,192.411107541807,202.624820614901,192.411107541807,"Mississippi"
"15974",854,24,36,1,0,"Cancers","Black","Male","Mississippi",2004,"East South Central","South","MS",341.369593745,352.853596775965,365.857919796314,352.853596775965,"Mississippi"
"15975",855,24,36,1,0,"Cardiovascular","Black","Male","Mississippi",2004,"East South Central","South","MS",547.296313838608,564.203541492947,580.854159343146,564.203541492947,"Mississippi"
"15976",856,24,36,1,0,"Communicable","Black","Male","Mississippi",2004,"East South Central","South","MS",86.7248814274125,93.3481535594809,100.780816113103,93.3481535594809,"Mississippi"
"15977",857,24,36,1,0,"Injuries","Black","Male","Mississippi",2004,"East South Central","South","MS",122.620129084107,127.915055489208,133.291441295369,127.915055489208,"Mississippi"
"15978",858,24,36,1,0,"Non-communicable","Black","Male","Mississippi",2004,"East South Central","South","MS",155.804995409112,164.218445059919,172.458795053868,164.218445059919,"Mississippi"
"15979",859,24,36,1,1,"All other causes","Black","Female","Mississippi",2004,"East South Central","South","MS",137.801947655281,144.802003306187,151.796705550594,144.802003306187,"Mississippi"
"15980",860,24,36,1,1,"Cancers","Black","Female","Mississippi",2004,"East South Central","South","MS",184.129418788134,189.630222673084,195.027482927834,189.630222673084,"Mississippi"
"15981",861,24,36,1,1,"Cardiovascular","Black","Female","Mississippi",2004,"East South Central","South","MS",387.59225938781,399.80081363103,411.240885787776,399.80081363103,"Mississippi"
"15982",862,24,36,1,1,"Communicable","Black","Female","Mississippi",2004,"East South Central","South","MS",54.7886036937468,58.7162009356124,62.7994550573377,58.7162009356124,"Mississippi"
"15983",863,24,36,1,1,"Injuries","Black","Female","Mississippi",2004,"East South Central","South","MS",38.5792246126098,40.9997887193232,43.3103091640411,40.9997887193232,"Mississippi"
"15984",864,24,36,1,1,"Non-communicable","Black","Female","Mississippi",2004,"East South Central","South","MS",114.425270968408,120.174735808356,126.051195619362,120.174735808356,"Mississippi"
"15985",865,24,37,0,0,"All other causes","White","Male","Mississippi",2005,"East South Central","South","MS",141.83473130688,147.643627168256,153.449404644641,147.643627168256,"Mississippi"
"15986",866,24,37,0,0,"Cancers","White","Male","Mississippi",2005,"East South Central","South","MS",250.852488045348,256.708250876869,262.751557418037,256.708250876869,"Mississippi"
"15987",867,24,37,0,0,"Cardiovascular","White","Male","Mississippi",2005,"East South Central","South","MS",410.761189002809,420.562846433977,431.057115586022,420.562846433977,"Mississippi"
"15988",868,24,37,0,0,"Communicable","White","Male","Mississippi",2005,"East South Central","South","MS",51.0459198378698,54.4603535900396,58.4731486646905,54.4603535900396,"Mississippi"
"15989",869,24,37,0,0,"Injuries","White","Male","Mississippi",2005,"East South Central","South","MS",122.719440441561,126.423035566819,130.569392847846,126.423035566819,"Mississippi"
"15990",870,24,37,0,0,"Non-communicable","White","Male","Mississippi",2005,"East South Central","South","MS",153.450724593065,158.477640880196,164.348950633037,158.477640880196,"Mississippi"
"15991",871,24,37,0,1,"All other causes","White","Female","Mississippi",2005,"East South Central","South","MS",120.458095939966,124.715357367376,129.154337330024,124.715357367376,"Mississippi"
"15992",872,24,37,0,1,"Cancers","White","Female","Mississippi",2005,"East South Central","South","MS",152.849408862369,156.379003042991,160.128496231338,156.379003042991,"Mississippi"
"15993",873,24,37,0,1,"Cardiovascular","White","Female","Mississippi",2005,"East South Central","South","MS",292.117658955017,298.684537724683,305.464387091562,298.684537724683,"Mississippi"
"15994",874,24,37,0,1,"Communicable","White","Female","Mississippi",2005,"East South Central","South","MS",38.3098875469127,40.5198648916894,42.6085732404436,40.5198648916894,"Mississippi"
"15995",875,24,37,0,1,"Injuries","White","Female","Mississippi",2005,"East South Central","South","MS",50.0417356140922,52.058856686282,54.1923613295386,52.058856686282,"Mississippi"
"15996",876,24,37,0,1,"Non-communicable","White","Female","Mississippi",2005,"East South Central","South","MS",110.644935630583,114.938224667975,119.278453267661,114.938224667975,"Mississippi"
"15997",877,24,37,1,0,"All other causes","Black","Male","Mississippi",2005,"East South Central","South","MS",188.711029435467,197.92126714805,208.695554145779,197.92126714805,"Mississippi"
"15998",878,24,37,1,0,"Cancers","Black","Male","Mississippi",2005,"East South Central","South","MS",339.752435904296,351.615720580133,363.965222335423,351.615720580133,"Mississippi"
"15999",879,24,37,1,0,"Cardiovascular","Black","Male","Mississippi",2005,"East South Central","South","MS",538.842330919339,556.367782944935,574.248756566294,556.367782944935,"Mississippi"
"16000",880,24,37,1,0,"Communicable","Black","Male","Mississippi",2005,"East South Central","South","MS",87.1424694271307,93.9770634392762,101.890766582755,93.9770634392762,"Mississippi"
"16001",881,24,37,1,0,"Injuries","Black","Male","Mississippi",2005,"East South Central","South","MS",121.000880864725,126.822262939652,132.325292638158,126.822262939652,"Mississippi"
"16002",882,24,37,1,0,"Non-communicable","Black","Male","Mississippi",2005,"East South Central","South","MS",160.798970290253,169.176347460008,177.451810030717,169.176347460008,"Mississippi"
"16003",883,24,37,1,1,"All other causes","Black","Female","Mississippi",2005,"East South Central","South","MS",145.146693017787,151.697230083667,159.253784057177,151.697230083667,"Mississippi"
"16004",884,24,37,1,1,"Cancers","Black","Female","Mississippi",2005,"East South Central","South","MS",181.85959895361,187.570087424599,193.47694174186,187.570087424599,"Mississippi"
"16005",885,24,37,1,1,"Cardiovascular","Black","Female","Mississippi",2005,"East South Central","South","MS",381.609339609399,393.631198048503,405.406906369955,393.631198048503,"Mississippi"
"16006",886,24,37,1,1,"Communicable","Black","Female","Mississippi",2005,"East South Central","South","MS",55.1093761438143,59.0147452317912,63.0184292209083,59.0147452317912,"Mississippi"
"16007",887,24,37,1,1,"Injuries","Black","Female","Mississippi",2005,"East South Central","South","MS",38.0300667553085,40.3859241575205,42.8496617089808,40.3859241575205,"Mississippi"
"16008",888,24,37,1,1,"Non-communicable","Black","Female","Mississippi",2005,"East South Central","South","MS",116.705371563686,121.895301324104,127.76977536755,121.895301324104,"Mississippi"
"16009",889,24,38,0,0,"All other causes","White","Male","Mississippi",2006,"East South Central","South","MS",143.025102737978,148.639612372934,154.533696968794,148.639612372934,"Mississippi"
"16010",890,24,38,0,0,"Cancers","White","Male","Mississippi",2006,"East South Central","South","MS",249.946506503935,255.709568114236,261.610610727891,255.709568114236,"Mississippi"
"16011",891,24,38,0,0,"Cardiovascular","White","Male","Mississippi",2006,"East South Central","South","MS",388.055597368316,397.550007936468,407.8482914668,397.550007936468,"Mississippi"
"16012",892,24,38,0,0,"Communicable","White","Male","Mississippi",2006,"East South Central","South","MS",47.5329295227792,50.9295546461706,54.1650390987142,50.9295546461706,"Mississippi"
"16013",893,24,38,0,0,"Injuries","White","Male","Mississippi",2006,"East South Central","South","MS",123.286577313118,127.494343018349,131.726784822547,127.494343018349,"Mississippi"
"16014",894,24,38,0,0,"Non-communicable","White","Male","Mississippi",2006,"East South Central","South","MS",153.281388606889,158.235019316389,163.813957924165,158.235019316389,"Mississippi"
"16015",895,24,38,0,1,"All other causes","White","Female","Mississippi",2006,"East South Central","South","MS",120.494924729486,124.965481801173,129.676994171397,124.965481801173,"Mississippi"
"16016",896,24,38,0,1,"Cancers","White","Female","Mississippi",2006,"East South Central","South","MS",151.364647801451,154.893207834366,158.544304433022,154.893207834366,"Mississippi"
"16017",897,24,38,0,1,"Cardiovascular","White","Female","Mississippi",2006,"East South Central","South","MS",279.188603651646,285.43998793481,291.749206229346,285.43998793481,"Mississippi"
"16018",898,24,38,0,1,"Communicable","White","Female","Mississippi",2006,"East South Central","South","MS",36.5291583705873,38.5493347095737,40.8266048080771,38.5493347095737,"Mississippi"
"16019",899,24,38,0,1,"Injuries","White","Female","Mississippi",2006,"East South Central","South","MS",50.4328937699819,52.7993341693216,55.1304200182092,52.7993341693216,"Mississippi"
"16020",900,24,38,0,1,"Non-communicable","White","Female","Mississippi",2006,"East South Central","South","MS",109.121884549517,113.094950253682,117.301871277775,113.094950253682,"Mississippi"
"16021",901,24,38,1,0,"All other causes","Black","Male","Mississippi",2006,"East South Central","South","MS",184.084097870128,193.622453689736,203.908369858903,193.622453689736,"Mississippi"
"16022",902,24,38,1,0,"Cancers","Black","Male","Mississippi",2006,"East South Central","South","MS",338.252353805453,350.249992897808,363.195197070817,350.249992897808,"Mississippi"
"16023",903,24,38,1,0,"Cardiovascular","Black","Male","Mississippi",2006,"East South Central","South","MS",521.338788102717,537.177193889803,554.727808891792,537.177193889803,"Mississippi"
"16024",904,24,38,1,0,"Communicable","Black","Male","Mississippi",2006,"East South Central","South","MS",85.4213840949101,92.1010440378114,99.7966704622221,92.1010440378114,"Mississippi"
"16025",905,24,38,1,0,"Injuries","Black","Male","Mississippi",2006,"East South Central","South","MS",120.490190561362,126.104316282608,131.762586202975,126.104316282608,"Mississippi"
"16026",906,24,38,1,0,"Non-communicable","Black","Male","Mississippi",2006,"East South Central","South","MS",164.296329334798,172.907597746193,182.032375289425,172.907597746193,"Mississippi"
